county_id,ideb_score,ideb_publication_year,ideb_score_status
2104552,4.1,2009,Observado
2104552,3.5,2011,Observado
2104552,4,2013,Observado
2104552,4.3,2015,Observado
2104552,4.5,2017,Observado
2104552,4.2,2019,Observado
2104602,2.8,2007,Projetado
2104602,3.1,2009,Projetado
2104602,3.5,2011,Projetado
2104602,3.8,2013,Projetado
2104602,4.1,2015,Projetado
2104602,4.4,2017,Projetado
2104602,4.7,2019,Projetado
2104602,5,2021,Projetado
2104602,2.7,2005,Observado
2104602,2.7,2007,Observado
2104602,3.2,2009,Observado
2104602,3.4,2011,Observado
2104602,2.9,2013,Observado
2104602,4.1,2015,Observado
2104602,3.9,2017,Observado
2104602,4.8,2019,Observado
2104628,2.4,2007,Projetado
2104628,2.7,2009,Projetado
2104628,3.1,2011,Projetado
2104628,3.4,2013,Projetado
2104628,3.7,2015,Projetado
2104628,4,2017,Projetado
2104628,4.3,2019,Projetado
2104628,4.6,2021,Projetado
2104628,2.4,2005,Observado
2104628,2.9,2007,Observado
2104628,2.9,2009,Observado
2104628,3.3,2011,Observado
2104628,3.4,2013,Observado
2104628,3.7,2015,Observado
2104628,3.6,2017,Observado
2104628,4.1,2019,Observado
2104651,2.4,2007,Projetado
2104651,2.7,2009,Projetado
2104651,3.1,2011,Projetado
2104651,3.4,2013,Projetado
2104651,3.7,2015,Projetado
2104651,4,2017,Projetado
2104651,4.3,2019,Projetado
2104651,4.6,2021,Projetado
2104651,2.3,2005,Observado
2104651,2.8,2007,Observado
2104651,3.1,2009,Observado
2104651,3.2,2011,Observado
2104651,2.8,2013,Observado
2104651,3.9,2015,Observado
2104651,4,2017,Observado
2104651,4.5,2019,Observado
2104677,2.6,2007,Projetado
2104677,2.9,2009,Projetado
2104677,3.3,2011,Projetado
2104677,3.6,2013,Projetado
2104677,3.9,2015,Projetado
2104677,4.2,2017,Projetado
2104677,4.5,2019,Projetado
2104677,4.8,2021,Projetado
2104677,2.5,2005,Observado
2104677,3.4,2007,Observado
2104677,3.1,2009,Observado
2104677,3.9,2011,Observado
2104677,3.2,2013,Observado
2104677,3.8,2015,Observado
2104677,4,2017,Observado
2104677,4.1,2019,Observado
2104701,2.6,2007,Projetado
2104701,2.9,2009,Projetado
2104701,3.3,2011,Projetado
2104701,3.6,2013,Projetado
2104701,3.9,2015,Projetado
2104701,4.2,2017,Projetado
2104701,4.5,2019,Projetado
2104701,4.8,2021,Projetado
2104701,2.5,2005,Observado
2104701,3,2007,Observado
2104701,3.5,2009,Observado
2104701,3.9,2011,Observado
2104701,3.6,2013,Observado
2104701,4,2015,Observado
2104701,3.9,2017,Observado
2104701,4.4,2019,Observado
2104800,2.4,2007,Projetado
2104800,2.8,2009,Projetado
2104800,3.3,2011,Projetado
2104800,3.6,2013,Projetado
2104800,3.9,2015,Projetado
2104800,4.2,2017,Projetado
2104800,4.5,2019,Projetado
2104800,4.8,2021,Projetado
2104800,2.3,2005,Observado
2104800,4.5,2007,Observado
2104800,3.6,2009,Observado
2104800,4.5,2011,Observado
2104800,3.6,2013,Observado
2104800,4.2,2015,Observado
2104800,4.2,2017,Observado
2104800,4.3,2019,Observado
2104909,2.9,2007,Projetado
2104909,3.2,2009,Projetado
2104909,3.6,2011,Projetado
2104909,3.9,2013,Projetado
2104909,4.2,2015,Projetado
2104909,4.5,2017,Projetado
2104909,4.8,2019,Projetado
2104909,5.1,2021,Projetado
2104909,2.8,2005,Observado
2104909,3.2,2007,Observado
2104909,4,2009,Observado
2104909,4.3,2011,Observado
2104909,NA,2013,Observado
2104909,4.4,2015,Observado
2104909,4.4,2017,Observado
2104909,4.8,2019,Observado
2105005,2.8,2007,Projetado
2105005,3.1,2009,Projetado
2105005,3.5,2011,Projetado
2105005,3.8,2013,Projetado
2105005,4.1,2015,Projetado
2105005,4.4,2017,Projetado
2105005,4.7,2019,Projetado
2105005,5,2021,Projetado
2105005,2.7,2005,Observado
2105005,3.2,2007,Observado
2105005,3.2,2009,Observado
2105005,3.3,2011,Observado
2105005,3.6,2013,Observado
2105005,4.3,2015,Observado
2105005,4.3,2017,Observado
2105005,4.2,2019,Observado
2105104,2.2,2007,Projetado
2105104,2.5,2009,Projetado
2105104,2.9,2011,Projetado
2105104,3.2,2013,Projetado
2105104,3.5,2015,Projetado
2105104,3.8,2017,Projetado
2105104,4.1,2019,Projetado
2105104,4.4,2021,Projetado
2105104,2.2,2005,Observado
2105104,2.9,2007,Observado
2105104,3.7,2009,Observado
2105104,3.2,2011,Observado
2105104,3.6,2013,Observado
2105104,4.2,2015,Observado
2105104,4.3,2017,Observado
2105104,4.5,2019,Observado
2105153,2.5,2007,Projetado
2105153,2.8,2009,Projetado
2105153,3.2,2011,Projetado
2105153,3.5,2013,Projetado
2105153,3.8,2015,Projetado
2105153,4.1,2017,Projetado
2105153,4.4,2019,Projetado
2105153,4.7,2021,Projetado
2105153,2.5,2005,Observado
2105153,3.9,2007,Observado
2105153,3.6,2009,Observado
2105153,3.8,2011,Observado
2105153,3.3,2013,Observado
2105153,3.8,2015,Observado
2105153,4.5,2017,Observado
2105153,4.2,2019,Observado
2105203,3.2,2007,Projetado
2105203,3.5,2009,Projetado
2105203,3.9,2011,Projetado
2105203,4.2,2013,Projetado
2105203,4.5,2015,Projetado
2105203,4.8,2017,Projetado
2105203,5.1,2019,Projetado
2105203,5.4,2021,Projetado
2105203,3.1,2005,Observado
2105203,3.4,2007,Observado
2105203,3.6,2009,Observado
2105203,4,2011,Observado
2105203,3.7,2013,Observado
2105203,4,2015,Observado
2105203,4.6,2017,Observado
2105203,5.1,2019,Observado
2105302,3.7,2007,Projetado
2105302,4.1,2009,Projetado
2105302,4.5,2011,Projetado
2105302,4.8,2013,Projetado
2105302,5,2015,Projetado
2105302,5.3,2017,Projetado
2105302,5.6,2019,Projetado
2105302,5.9,2021,Projetado
2105302,3.7,2005,Observado
2105302,3.9,2007,Observado
2105302,4.2,2009,Observado
2105302,4.3,2011,Observado
2105302,4.5,2013,Observado
2105302,5,2015,Observado
2105302,5.2,2017,Observado
2105302,5.3,2019,Observado
2105351,2.6,2007,Projetado
2105351,2.9,2009,Projetado
2105351,3.3,2011,Projetado
2105351,3.6,2013,Projetado
2105351,3.9,2015,Projetado
2105351,4.2,2017,Projetado
2105351,4.5,2019,Projetado
2105351,4.8,2021,Projetado
2105351,2.5,2005,Observado
2105351,3,2007,Observado
2105351,2.8,2009,Observado
2105351,3.4,2011,Observado
2105351,2.8,2013,Observado
2105351,3.9,2015,Observado
2105351,3.6,2017,Observado
2105351,4.1,2019,Observado
2105401,3.2,2007,Projetado
2105401,3.5,2009,Projetado
2105401,3.9,2011,Projetado
2105401,4.2,2013,Projetado
2105401,4.5,2015,Projetado
2105401,4.8,2017,Projetado
2105401,5.1,2019,Projetado
2105401,5.4,2021,Projetado
2105401,3.1,2005,Observado
2105401,3.3,2007,Observado
2105401,3.7,2009,Observado
2105401,3.8,2011,Observado
2105401,3.4,2013,Observado
2105401,4.3,2015,Observado
2105401,4.1,2017,Observado
2105401,4.3,2019,Observado
2105427,3.7,2007,Projetado
2105427,4,2009,Projetado
2105427,4.5,2011,Projetado
2105427,4.7,2013,Projetado
2105427,5,2015,Projetado
2105427,5.3,2017,Projetado
2105427,5.6,2019,Projetado
2105427,5.9,2021,Projetado
2105427,3.6,2005,Observado
2105427,3.7,2007,Observado
2105427,3.7,2009,Observado
2105427,4.3,2011,Observado
2105427,4.5,2013,Observado
2105427,4.8,2015,Observado
2105427,4.7,2017,Observado
2105427,4.9,2019,Observado
2105450,2.1,2007,Projetado
2105450,2.4,2009,Projetado
2105450,2.8,2011,Projetado
2105450,3.1,2013,Projetado
2105450,3.4,2015,Projetado
2105450,3.6,2017,Projetado
2105450,4,2019,Projetado
2105450,4.3,2021,Projetado
2105450,2.1,2005,Observado
2105450,3,2007,Observado
2105450,3.9,2009,Observado
2105450,3.5,2011,Observado
2105450,NA,2013,Observado
2105450,3.9,2015,Observado
2105450,4.6,2017,Observado
2105450,4.8,2019,Observado
2105476,2.1,2007,Projetado
2105476,2.6,2009,Projetado
2105476,3.1,2011,Projetado
2105476,3.3,2013,Projetado
2105476,3.6,2015,Projetado
2105476,3.9,2017,Projetado
2105476,4.2,2019,Projetado
2105476,4.6,2021,Projetado
2105476,1.9,2005,Observado
2105476,4.2,2007,Observado
2105476,3.6,2009,Observado
2105476,4.2,2011,Observado
2105476,4.7,2013,Observado
2105476,4.2,2015,Observado
2105476,3.7,2017,Observado
2105476,3.6,2019,Observado
2105500,2.9,2007,Projetado
2105500,3.3,2009,Projetado
2105500,3.7,2011,Projetado
2105500,4,2013,Projetado
2105500,4.2,2015,Projetado
2105500,4.5,2017,Projetado
2105500,4.8,2019,Projetado
2105500,5.2,2021,Projetado
2105500,2.9,2005,Observado
2105500,3.5,2007,Observado
2105500,3.8,2009,Observado
2105500,4.2,2011,Observado
2105500,3.3,2013,Observado
2105500,4.4,2015,Observado
2105500,4.6,2017,Observado
2105500,4.8,2019,Observado
2105609,3.6,2007,Projetado
2105609,4,2009,Projetado
2105609,4.4,2011,Projetado
2105609,4.7,2013,Projetado
2105609,5,2015,Projetado
2105609,5.3,2017,Projetado
2105609,5.5,2019,Projetado
2105609,5.8,2021,Projetado
2105609,3.6,2005,Observado
2105609,3.2,2007,Observado
2105609,3.2,2009,Observado
2105609,3.6,2011,Observado
2105609,3,2013,Observado
2105609,4.2,2015,Observado
2105609,4.6,2017,Observado
2105609,4.2,2019,Observado
2105658,2.6,2007,Projetado
2105658,2.9,2009,Projetado
2105658,3.3,2011,Projetado
2105658,3.6,2013,Projetado
2105658,3.9,2015,Projetado
2105658,4.2,2017,Projetado
2105658,4.5,2019,Projetado
2105658,4.8,2021,Projetado
2105658,2.5,2005,Observado
2105658,3.1,2007,Observado
2105658,3.9,2009,Observado
2105658,3.8,2011,Observado
2105658,4.6,2013,Observado
2105658,5.4,2015,Observado
2105658,5.1,2017,Observado
2105658,5.3,2019,Observado
2105708,3.2,2007,Projetado
2105708,3.5,2009,Projetado
2105708,3.9,2011,Projetado
2105708,4.2,2013,Projetado
2105708,4.5,2015,Projetado
2105708,4.8,2017,Projetado
2105708,5.1,2019,Projetado
2105708,5.4,2021,Projetado
2105708,3.1,2005,Observado
2105708,3.5,2007,Observado
2105708,3.8,2009,Observado
2105708,3.8,2011,Observado
2105708,2.7,2013,Observado
2105708,4.5,2015,Observado
2105708,4.5,2017,Observado
2105708,4.5,2019,Observado
2105807,4.1,2007,Projetado
2105807,4.4,2009,Projetado
2105807,4.9,2011,Projetado
2105807,5.1,2013,Projetado
2105807,5.4,2015,Projetado
2105807,5.7,2017,Projetado
2105807,5.9,2019,Projetado
2105807,6.2,2021,Projetado
2105807,4,2005,Observado
2105807,3.8,2007,Observado
2105807,3.9,2009,Observado
2105807,4,2011,Observado
2105807,3.4,2013,Observado
2105807,4.5,2015,Observado
2105807,5.2,2017,Observado
2105807,5.6,2019,Observado
2105906,3.2,2007,Projetado
2105906,3.6,2009,Projetado
2105906,4,2011,Projetado
2105906,4.3,2013,Projetado
2105906,4.5,2015,Projetado
2105906,4.8,2017,Projetado
2105906,5.1,2019,Projetado
2105906,5.4,2021,Projetado
2105906,3.2,2005,Observado
2105906,2.9,2007,Observado
2105906,3.1,2009,Observado
2105906,3.7,2011,Observado
2105906,3,2013,Observado
2105906,4.3,2015,Observado
2105906,4.2,2017,Observado
2105906,4.7,2019,Observado
2105922,2.9,2007,Projetado
2105922,3.2,2009,Projetado
2105922,3.6,2011,Projetado
2105922,3.9,2013,Projetado
2105922,4.2,2015,Projetado
2105922,4.5,2017,Projetado
2105922,4.8,2019,Projetado
2105922,5.1,2021,Projetado
2105922,2.8,2005,Observado
2105922,2.9,2007,Observado
2105922,4.3,2009,Observado
2105922,4,2011,Observado
2105922,5,2013,Observado
2105922,5.8,2015,Observado
2105922,6.1,2017,Observado
2105922,6.8,2019,Observado
2105948,3.5,2007,Projetado
2105948,3.8,2009,Projetado
2105948,4.2,2011,Projetado
2105948,4.5,2013,Projetado
2105948,4.8,2015,Projetado
2105948,5.1,2017,Projetado
2105948,5.4,2019,Projetado
2105948,5.7,2021,Projetado
2105948,3.4,2005,Observado
2105948,3.5,2007,Observado
2105948,4,2009,Observado
2105948,4,2011,Observado
2105948,4.3,2013,Observado
2105948,4.6,2015,Observado
2105948,5,2017,Observado
2105948,5.3,2019,Observado
2105963,2.4,2007,Projetado
2105963,2.7,2009,Projetado
2105963,3.1,2011,Projetado
2105963,3.4,2013,Projetado
2105963,3.7,2015,Projetado
2105963,4,2017,Projetado
2105963,4.3,2019,Projetado
2105963,4.6,2021,Projetado
2105963,2.4,2005,Observado
2105963,2.5,2007,Observado
2105963,2.8,2009,Observado
2105963,3.4,2011,Observado
2105963,3.4,2013,Observado
2105963,3.6,2015,Observado
2105963,4.2,2017,Observado
2105963,4.3,2019,Observado
2105989,2.7,2007,Projetado
2105989,3,2009,Projetado
2105989,3.4,2011,Projetado
2105989,3.7,2013,Projetado
2105989,4,2015,Projetado
2105989,4.3,2017,Projetado
2105989,4.6,2019,Projetado
2105989,4.9,2021,Projetado
2105989,2.6,2005,Observado
2105989,3.5,2007,Observado
2105989,3.6,2009,Observado
2105989,4,2011,Observado
2105989,4.1,2013,Observado
2105989,4.6,2015,Observado
2105989,4.8,2017,Observado
2105989,5,2019,Observado
2106003,3.3,2007,Projetado
2106003,3.6,2009,Projetado
2106003,4.1,2011,Projetado
2106003,4.3,2013,Projetado
2106003,4.6,2015,Projetado
2106003,4.9,2017,Projetado
2106003,5.2,2019,Projetado
2106003,5.5,2021,Projetado
2106003,3.2,2005,Observado
2106003,3.8,2007,Observado
2106003,3.3,2009,Observado
2106003,3,2011,Observado
2106003,3.7,2013,Observado
2106003,3.5,2015,Observado
2106003,4.5,2017,Observado
2106003,5.5,2019,Observado
2106102,2.8,2007,Projetado
2106102,3.1,2009,Projetado
2106102,3.6,2011,Projetado
2106102,3.8,2013,Projetado
2106102,4.1,2015,Projetado
2106102,4.4,2017,Projetado
2106102,4.7,2019,Projetado
2106102,5,2021,Projetado
2106102,2.8,2005,Observado
2106102,3.2,2007,Observado
2106102,3.6,2009,Observado
2106102,3.6,2011,Observado
2106102,4.1,2013,Observado
2106102,4.5,2015,Observado
2106102,NA,2017,Observado
2106102,4.6,2019,Observado
2106201,2.3,2007,Projetado
2106201,2.6,2009,Projetado
2106201,3,2011,Projetado
2106201,3.3,2013,Projetado
2106201,3.6,2015,Projetado
2106201,3.9,2017,Projetado
2106201,4.2,2019,Projetado
2106201,4.5,2021,Projetado
2106201,2.3,2005,Observado
2106201,2.9,2007,Observado
2106201,3.1,2009,Observado
2106201,3.3,2011,Observado
2106201,3.5,2013,Observado
2106201,3.9,2015,Observado
2106201,4.1,2017,Observado
2106201,4.3,2019,Observado
2106300,3.1,2007,Projetado
2106300,3.4,2009,Projetado
2106300,3.8,2011,Projetado
2106300,4.1,2013,Projetado
2106300,4.4,2015,Projetado
2106300,4.7,2017,Projetado
2106300,5,2019,Projetado
2106300,5.3,2021,Projetado
2106300,3,2005,Observado
2106300,3.8,2007,Observado
2106300,3.3,2009,Observado
2106300,3.7,2011,Observado
2106300,3.8,2013,Observado
2106300,4.1,2015,Observado
2106300,4.8,2017,Observado
2106300,4.5,2019,Observado
2106326,3.1,2007,Projetado
2106326,3.5,2009,Projetado
2106326,3.9,2011,Projetado
2106326,4.2,2013,Projetado
2106326,4.5,2015,Projetado
2106326,4.8,2017,Projetado
2106326,5.1,2019,Projetado
2106326,5.4,2021,Projetado
2106326,3.1,2005,Observado
2106326,2.9,2007,Observado
2106326,3.2,2009,Observado
2106326,3.2,2011,Observado
2106326,2.5,2013,Observado
2106326,3.5,2015,Observado
2106326,4,2017,Observado
2106326,3.9,2019,Observado
2106359,2,2007,Projetado
2106359,2.4,2009,Projetado
2106359,2.8,2011,Projetado
2106359,3.1,2013,Projetado
2106359,3.4,2015,Projetado
2106359,3.7,2017,Projetado
2106359,4,2019,Projetado
2106359,4.3,2021,Projetado
2106359,1.8,2005,Observado
2106359,2.5,2007,Observado
2106359,2.5,2009,Observado
2106359,3.6,2011,Observado
2106359,2.8,2013,Observado
2106359,4.6,2015,Observado
2106359,4.2,2017,Observado
2106359,4.9,2019,Observado
2106375,3.1,2007,Projetado
2106375,3.4,2009,Projetado
2106375,3.9,2011,Projetado
2106375,4.1,2013,Projetado
2106375,4.4,2015,Projetado
2106375,4.7,2017,Projetado
2106375,5,2019,Projetado
2106375,5.3,2021,Projetado
2106375,3,2005,Observado
2106375,4.5,2007,Observado
2106375,4.1,2009,Observado
2106375,4.1,2011,Observado
2106375,3.7,2013,Observado
2106375,3.8,2015,Observado
2106375,4.3,2017,Observado
2106375,4.7,2019,Observado
2106409,2.9,2007,Projetado
2106409,3.2,2009,Projetado
2106409,3.6,2011,Projetado
2106409,3.9,2013,Projetado
2106409,4.2,2015,Projetado
2106409,4.5,2017,Projetado
2106409,4.8,2019,Projetado
2106409,5.1,2021,Projetado
2106409,2.8,2005,Observado
2106409,3.5,2007,Observado
2106409,3.2,2009,Observado
2106409,3,2011,Observado
2106409,3.4,2013,Observado
2106409,4.1,2015,Observado
2106409,4.3,2017,Observado
2106409,3.9,2019,Observado
2106508,3.1,2007,Projetado
2106508,3.5,2009,Projetado
2106508,3.9,2011,Projetado
2106508,4.2,2013,Projetado
2106508,4.5,2015,Projetado
2106508,4.8,2017,Projetado
2106508,5.1,2019,Projetado
2106508,5.4,2021,Projetado
2106508,3.1,2005,Observado
2106508,3.3,2007,Observado
2106508,3.9,2009,Observado
2106508,3.8,2011,Observado
2106508,3.8,2013,Observado
2106508,4,2015,Observado
2106508,4.4,2017,Observado
2106508,4.6,2019,Observado
2106607,2.4,2007,Projetado
2106607,2.8,2009,Projetado
2106607,3.3,2011,Projetado
2106607,3.6,2013,Projetado
2106607,3.9,2015,Projetado
2106607,4.2,2017,Projetado
2106607,4.5,2019,Projetado
2106607,4.8,2021,Projetado
2106607,2.2,2005,Observado
2106607,2.9,2007,Observado
2106607,3.2,2009,Observado
2106607,3.8,2011,Observado
2106607,3.2,2013,Observado
2106607,3.7,2015,Observado
2106607,3.9,2017,Observado
2106607,5.1,2019,Observado
2106631,3.5,2007,Projetado
2106631,3.9,2009,Projetado
2106631,4.3,2011,Projetado
2106631,4.6,2013,Projetado
2106631,4.9,2015,Projetado
2106631,5.1,2017,Projetado
2106631,5.4,2019,Projetado
2106631,5.7,2021,Projetado
2106631,3.5,2005,Observado
2106631,2.7,2007,Observado
2106631,3.7,2009,Observado
2106631,3.3,2011,Observado
2106631,4.1,2013,Observado
2106631,4.5,2015,Observado
2106631,5.5,2017,Observado
2106631,4.6,2019,Observado
2106672,NA,2007,Projetado
2106672,3.5,2009,Projetado
2106672,3.8,2011,Projetado
2106672,4.1,2013,Projetado
2106672,4.4,2015,Projetado
2106672,4.7,2017,Projetado
2106672,5,2019,Projetado
2106672,5.3,2021,Projetado
2106672,NA,2005,Observado
2106672,3.3,2007,Observado
2106672,3.3,2009,Observado
2106672,3.5,2011,Observado
2106672,3.2,2013,Observado
2106672,3.9,2015,Observado
2106672,4.2,2017,Observado
2106672,4,2019,Observado
2106706,2.7,2007,Projetado
2106706,3,2009,Projetado
2106706,3.4,2011,Projetado
2106706,3.7,2013,Projetado
2106706,4,2015,Projetado
2106706,4.3,2017,Projetado
2106706,4.6,2019,Projetado
2106706,4.9,2021,Projetado
2106706,2.7,2005,Observado
2106706,3.4,2007,Observado
2106706,3.1,2009,Observado
2106706,3.2,2011,Observado
2106706,3.1,2013,Observado
2106706,3.5,2015,Observado
2106706,4.1,2017,Observado
2106706,4.1,2019,Observado
2106755,2.5,2007,Projetado
2106755,3,2009,Projetado
2106755,3.4,2011,Projetado
2106755,3.7,2013,Projetado
2106755,4,2015,Projetado
2106755,4.3,2017,Projetado
2106755,4.6,2019,Projetado
2106755,4.9,2021,Projetado
2106755,2.4,2005,Observado
2106755,3.8,2007,Observado
2106755,3.5,2009,Observado
2106755,NA,2011,Observado
2106755,4.3,2013,Observado
2106755,4.8,2015,Observado
2106755,5.2,2017,Observado
2106755,5.4,2019,Observado
2106805,3.2,2007,Projetado
2106805,3.5,2009,Projetado
2106805,3.9,2011,Projetado
2106805,4.2,2013,Projetado
2106805,4.5,2015,Projetado
2106805,4.8,2017,Projetado
2106805,5.1,2019,Projetado
2106805,5.4,2021,Projetado
2106805,3.1,2005,Observado
2106805,2.9,2007,Observado
2106805,3.5,2009,Observado
2106805,3.8,2011,Observado
2106805,NA,2013,Observado
2106805,4.4,2015,Observado
2106805,4.4,2017,Observado
2106805,4.7,2019,Observado
2106904,2.7,2007,Projetado
2106904,3,2009,Projetado
2106904,3.4,2011,Projetado
2106904,3.7,2013,Projetado
2106904,4,2015,Projetado
2106904,4.3,2017,Projetado
2106904,4.6,2019,Projetado
2106904,4.9,2021,Projetado
2106904,2.6,2005,Observado
2106904,4,2007,Observado
2106904,3.4,2009,Observado
2106904,3.6,2011,Observado
2106904,NA,2013,Observado
2106904,3.8,2015,Observado
2106904,4,2017,Observado
2106904,4.1,2019,Observado
2107001,3.4,2007,Projetado
2107001,3.7,2009,Projetado
2107001,4.1,2011,Projetado
2107001,4.4,2013,Projetado
2107001,4.7,2015,Projetado
2107001,5,2017,Projetado
2107001,5.3,2019,Projetado
2107001,5.6,2021,Projetado
2107001,3.3,2005,Observado
2107001,3.2,2007,Observado
2107001,3.4,2009,Observado
2107001,3.3,2011,Observado
2107001,3.6,2013,Observado
2107001,3.9,2015,Observado
2107001,3.9,2017,Observado
2107001,3.9,2019,Observado
2107100,2.5,2007,Projetado
2107100,2.8,2009,Projetado
2107100,3.2,2011,Projetado
2107100,3.5,2013,Projetado
2107100,3.8,2015,Projetado
2107100,4.1,2017,Projetado
2107100,4.4,2019,Projetado
2107100,4.7,2021,Projetado
2107100,2.4,2005,Observado
2107100,3.6,2007,Observado
2107100,3.7,2009,Observado
2107100,3.7,2011,Observado
2107100,3.3,2013,Observado
2107100,3.9,2015,Observado
2107100,3.9,2017,Observado
2107100,4.3,2019,Observado
2107209,3,2007,Projetado
2107209,3.3,2009,Projetado
2107209,3.8,2011,Projetado
2107209,4,2013,Projetado
2107209,4.3,2015,Projetado
2107209,4.6,2017,Projetado
2107209,4.9,2019,Projetado
2107209,5.2,2021,Projetado
2107209,3,2005,Observado
2107209,3.3,2007,Observado
2107209,3.4,2009,Observado
2107209,3.7,2011,Observado
2107209,2.8,2013,Observado
2107209,4.3,2015,Observado
2107209,4.5,2017,Observado
2107209,4.6,2019,Observado
2107258,3,2007,Projetado
2107258,3.3,2009,Projetado
2107258,3.7,2011,Projetado
2107258,4,2013,Projetado
2107258,4.3,2015,Projetado
2107258,4.6,2017,Projetado
2107258,4.9,2019,Projetado
2107258,5.2,2021,Projetado
2107258,2.9,2005,Observado
2107258,4.6,2007,Observado
2107258,3.9,2009,Observado
2107258,3.9,2011,Observado
2107258,3.9,2013,Observado
2107258,4.5,2015,Observado
2107258,4.7,2017,Observado
2107258,4.8,2019,Observado
2107308,2.5,2007,Projetado
2107308,2.9,2009,Projetado
2107308,3.3,2011,Projetado
2107308,3.5,2013,Projetado
2107308,3.8,2015,Projetado
2107308,4.1,2017,Projetado
2107308,4.4,2019,Projetado
2107308,4.8,2021,Projetado
2107308,2.5,2005,Observado
2107308,3.1,2007,Observado
2107308,3.4,2009,Observado
2107308,3,2011,Observado
2107308,3.7,2013,Observado
2107308,NA,2015,Observado
2107308,4.1,2017,Observado
2107308,4.4,2019,Observado
2107357,2.8,2007,Projetado
2107357,3.1,2009,Projetado
2107357,3.5,2011,Projetado
2107357,3.8,2013,Projetado
2107357,4.1,2015,Projetado
2107357,4.4,2017,Projetado
2107357,4.7,2019,Projetado
2107357,5,2021,Projetado
2107357,2.7,2005,Observado
2107357,3.2,2007,Observado
2107357,3.7,2009,Observado
2107357,4.2,2011,Observado
2107357,4,2013,Observado
2107357,4.2,2015,Observado
2107357,4.5,2017,Observado
2107357,4.6,2019,Observado
2107407,2.8,2007,Projetado
2107407,3.2,2009,Projetado
2107407,3.6,2011,Projetado
2107407,3.9,2013,Projetado
2107407,4.2,2015,Projetado
2107407,4.5,2017,Projetado
2107407,4.8,2019,Projetado
2107407,5.1,2021,Projetado
2107407,2.7,2005,Observado
2107407,3.3,2007,Observado
2107407,3.4,2009,Observado
2107407,3.8,2011,Observado
2107407,NA,2013,Observado
2107407,4,2015,Observado
2107407,4,2017,Observado
2107407,4.9,2019,Observado
2107456,2.7,2007,Projetado
2107456,3,2009,Projetado
2107456,3.4,2011,Projetado
2107456,3.7,2013,Projetado
2107456,4,2015,Projetado
2107456,4.3,2017,Projetado
2107456,4.6,2019,Projetado
2107456,4.9,2021,Projetado
2107456,2.6,2005,Observado
2107456,3,2007,Observado
2107456,2.9,2009,Observado
2107456,3.8,2011,Observado
2107456,3.4,2013,Observado
2107456,4,2015,Observado
2107456,4.1,2017,Observado
2107456,4.1,2019,Observado
2107506,4.3,2007,Projetado
2107506,4.6,2009,Projetado
2107506,5,2011,Projetado
2107506,5.3,2013,Projetado
2107506,5.5,2015,Projetado
2107506,5.8,2017,Projetado
2107506,6.1,2019,Projetado
2107506,6.3,2021,Projetado
2107506,4.2,2005,Observado
2107506,4.1,2007,Observado
2107506,4.3,2009,Observado
2107506,4.3,2011,Observado
2107506,4.3,2013,Observado
2107506,4.2,2015,Observado
2107506,5,2017,Observado
2107506,5.6,2019,Observado
2107605,3.1,2007,Projetado
2107605,3.4,2009,Projetado
2107605,3.9,2011,Projetado
2107605,4.1,2013,Projetado
2107605,4.4,2015,Projetado
2107605,4.7,2017,Projetado
2107605,5,2019,Projetado
2107605,5.3,2021,Projetado
2107605,3,2005,Observado
2107605,3.5,2007,Observado
2107605,4.2,2009,Observado
2107605,4.5,2011,Observado
2107605,3.3,2013,Observado
2107605,4.8,2015,Observado
2107605,4.9,2017,Observado
2107605,4.6,2019,Observado
2107704,2.9,2007,Projetado
2107704,3.3,2009,Projetado
2107704,3.7,2011,Projetado
2107704,4,2013,Projetado
2107704,4.3,2015,Projetado
2107704,4.6,2017,Projetado
2107704,4.9,2019,Projetado
2107704,5.2,2021,Projetado
2107704,2.9,2005,Observado
2107704,3.9,2007,Observado
2107704,4.2,2009,Observado
2107704,4.2,2011,Observado
2107704,4.1,2013,Observado
2107704,3.9,2015,Observado
2107704,4.2,2017,Observado
2107704,4.9,2019,Observado
2107803,2.3,2007,Projetado
2107803,2.8,2009,Projetado
2107803,3.3,2011,Projetado
2107803,3.6,2013,Projetado
2107803,3.9,2015,Projetado
2107803,4.2,2017,Projetado
2107803,4.5,2019,Projetado
2107803,4.8,2021,Projetado
2107803,2.2,2005,Observado
2107803,2.7,2007,Observado
2107803,3.1,2009,Observado
2107803,3.3,2011,Observado
2107803,2.9,2013,Observado
2107803,4.3,2015,Observado
2107803,4,2017,Observado
2107803,4.6,2019,Observado
2107902,2.9,2007,Projetado
2107902,3.2,2009,Projetado
2107902,3.6,2011,Projetado
2107902,3.9,2013,Projetado
2107902,4.2,2015,Projetado
2107902,4.5,2017,Projetado
2107902,4.8,2019,Projetado
2107902,5.1,2021,Projetado
2107902,2.8,2005,Observado
2107902,3.2,2007,Observado
2107902,3.7,2009,Observado
2107902,3.6,2011,Observado
2107902,3.7,2013,Observado
2107902,4.5,2015,Observado
2107902,5.1,2017,Observado
2107902,4.9,2019,Observado
2108009,3.7,2007,Projetado
2108009,4.1,2009,Projetado
2108009,4.5,2011,Projetado
2108009,4.8,2013,Projetado
2108009,5,2015,Projetado
2108009,5.3,2017,Projetado
2108009,5.6,2019,Projetado
2108009,5.9,2021,Projetado
2108009,3.7,2005,Observado
2108009,3.8,2007,Observado
